"","X","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","r","close"
"142",142,21.1454502155039,13.7631121794596,0,0,0,1.7881197549331,0,0,0,0,0,-0.175490719598186,0,1,1,0,0,0,1,0,0,0,0,0,1,0,7.5023403588454,"FALSE"
"143",143,21.3745689480356,11.3966324449773,0,0,0,5.39280286052626,0,0,0,0,0,0.593739070822703,0,1,1,0,0,0,1,0,0,0,0,0,1,0,7.7491925673104,"FALSE"
"144",144,18.4528966238172,15.8415049563323,0,0,0,3.56567896293341,0,0,0,0,0,2.77905609179127,0,1,1,0,0,0,1,0,0,0,0,0,1,0,8.42483163821124,"FALSE"
"145",145,25.2798357162262,12.1782659815435,0,0,0,6.17765978399485,0,0,0,0,0,-0.258916564483866,0,1,1,0,0,0,1,0,0,0,0,0,1,0,8.10059613563775,"FALSE"
"146",146,20.8683062219029,16.8834885266041,0,0,0,4.71433818109634,0,0,0,0,0,0.71987847881152,0,1,1,0,0,0,1,0,0,0,0,0,1,0,8.31778113406552,"FALSE"
"147",147,24.8534972563068,11.921083147898,0,0,0,3.59276683133089,0,0,0,0,0,1.50808410925928,0,1,1,0,0,0,1,0,0,0,0,0,1,0,8.33197491193406,"FALSE"
"148",148,0,18.558714006885,0,0,0,3.99451791767862,0,0,0,0,0,3.04721729496063,0,0,1,0,0,0,1,0,0,0,0,0,1,0,7.68129569624684,"FALSE"
"149",149,0,12.7121415171538,0,0,0,5.30377309204754,0,0,0,0,0,2.51562995474199,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6.94467103475285,"FALSE"
"150",150,0,8.25966921384896,0,0,0,9.43534243309438,0,0,0,0,0,1.09926181485431,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6.33307701307754,"FALSE"
"151",151,0,6.15216676247084,0,3.71959427162367,3.35411331409215,0,0,0,0,0,5.98913662272426,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,5.51825372732168,"FALSE"
"152",152,0,1.23421971770099,0,0,3.37718359655413,0,0,0,0,0,5.34257734105764,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3.14043285862257,"FALSE"
"153",153,0,1.54917474032306,0,0,2.12971754869792,0,0,0,0,0,7.3673481259285,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3.18127285743297,"FALSE"
"154",154,0.867180344111024,0,0,0,5.95648935314991,0,0,0,0,0,6.17406596876423,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.94517410052291,"FALSE"
"155",155,-0.287282134782128,0,0,0,6.57973934142138,0,0,0,0,0,4.81141051336009,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.78342952048926,"FALSE"
"156",156,0.562332726932147,0,0,0,7.69640257551046,0,10.7045635333119,0,0,16.4375204602944,5.44399886445496,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,7.64098216509444,"FALSE"
"157",157,1.97218303172116,0,0,0,8.6075679611234,0,7.4024133739303,0,2.15113202294568,9.46737218736867,13.4781788134622,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,6.5549056422909,"FALSE"
"158",158,7.09049122516224,0,0,0,0,0,4.98761426569408,0,3.30324801961195,9.90059835897843,15.0375299786846,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,9.2778173464821,"FALSE"
"159",159,2.56921449850987,0,0,0,0,0,9.73475760201986,0,1.48087918905684,6.54846352360785,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,11.015304180916,"FALSE"
"160",160,5.14051321066559,0,0,0,0,0,3.78904336531324,0,3.12970211486736,7.85735152692156,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,11.0287510240864,"FALSE"
"161",161,8.14660063766963,0,0,0,0,0,6.71426089386435,0,-0.251052833795891,7.5216207756737,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,11.0084178645684,"FALSE"
"162",162,8.09321993245879,0,0,0,0,0,5.63224442532888,0,3.05061098939173,3.59009575383858,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10.987272196435,"FALSE"
"163",163,4.92304315835441,0,0,0,0,0,7.36397385194385,0,1.32102742567744,4.24820727858103,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10.5922510411402,"FALSE"
"164",164,8.46839417969238,0,0,0,0,0,4.18240452853931,0,4.38517504710567,5.87845970668058,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,11.4432256605375,"FALSE"
"165",165,6.21654877043412,0,0,0,0,0,11.3657010671317,0,3.85205338596221,4.27627089450725,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,11.8306993922352,"FALSE"
"166",166,2.40798161359439,0,0,0,0,0,6.37854651182594,0.826414593115007,5.77577768446132,2.64163666355448,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,10.8845991206492,"FALSE"
"167",167,4.36187385214821,0,0,0,0,0,7.92118053505069,6.56305478037244,6.75168993468258,4.21511860459962,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,12.7043638347724,"FALSE"
"168",168,10.2186859914124,0,0,0,0,0,9.46807850991639,-0.190826062020778,6.80460824539006,3.27387215162665,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,12.3400654429114,"FALSE"
"169",169,7.31857800144296,0,0,0,0,0,7.42396911693777,2.09555381861891,6.7748786484999,5.03715038339605,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,12.3553317638932,"FALSE"
"170",170,5.0992107693224,0,0,0,0,0,4.34703225156663,4.09365497267549,3.19967480464205,1.39327162131969,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,10.7276992083148,"FALSE"
"171",171,9.22758048928683,0,0,0,0,0,4.41599503623523,5.11377417335373,0,4.77132744630258,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,12.1908608498129,"FALSE"
"172",172,9.23011822396169,0,0,0,0,0,7.73419408120596,6.94577869881854,0,5.75848167878049,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,13.0935136961298,"FALSE"
"173",173,8.14631795605871,0,0,0,0,0,3.99309686249116,5.40121674699667,0,2.16143203470185,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,11.6812177440515,"FALSE"
"174",174,10.5061685637269,0,0,0,0,0,5.76099377975515,3.19729048211369,0,6.22523778032341,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,12.4131267320618,"FALSE"
"175",175,4.59862213321868,0,0,0,0,0,7.9372830400125,5.14735365602152,0,8.2389087864475,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,12.6527026020739,"FALSE"
"176",176,5.27672177137214,0,0,0,0,0,6.71874488830965,7.65340807630765,0,2.46453310450138,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,12.1462397816208,"FALSE"
"177",177,5.35744842650328,0,0,0,0,0,1.01444550074739,2.53294250252548,0,3.99354412623481,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,10.7419896220492,"FALSE"
"178",178,10.5984937789015,0,0,0,0,0,5.26263227025,3.09521914586858,0,2.7835764602109,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,11.8424308678605,"FALSE"
"179",179,6.54463335181292,0,0,0,0,0,11.5754564432554,2.97270686327546,0,4.0353573365272,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,12.4086619529302,"FALSE"
"180",180,6.44659111837152,0,0,0,0,0,5.51274344218069,5.39121316053112,0,2.56186143881758,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,11.7525419698771,"FALSE"
"181",181,10.309494228809,0,0,0,0,0,5.62390235811693,2.03830226684684,0,7.13662435482666,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,12.3109306009469,"FALSE"
"182",182,9.99584192296653,0,0,0,0,0,1.6602605818105,5.21211055517972,0,2.73561151615461,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,11.622492634407,"FALSE"
"183",183,8.03236604257662,0,0,0,0,0,8.30740136090379,5.97031260076735,0,6.12585115565934,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,12.9270005929417,"FALSE"
"184",184,6.18022599537003,0,0,0,0,0,6.51659203149842,5.24164150158065,0,1.88997901679875,0,0,4.18169381520699,1,0,0,0,0,0,1,1,0,1,0,0,1,11.6514356758368,"FALSE"
"185",185,8.93743218254991,0,0,0,0,0,9.40328050946476,3.29502351913238,0,13.297326715406,0,0,0.267803272812758,1,0,0,0,0,0,1,1,0,1,0,0,1,13.0048366604541,"FALSE"
"186",186,9.54540190773105,0,0,0,0,0,8.55896522254144,2.9456430124322,0,0,0,0,9.00934455122785,1,0,0,0,0,0,1,1,0,0,0,0,1,12.5523363339097,"FALSE"
"187",187,11.5500241932303,0,0,0,0,0,12.6583757785139,4.68857594759718,0,0,0,0,5.48521240052812,1,0,0,0,0,0,1,1,0,0,0,0,1,13.0230179559937,"FALSE"
"188",188,5.65672964481678,0,0,0,0,20.4047421523537,9.77685389170736,8.55242608236293,0,0,0,0,1.99035985023059,1,0,0,0,0,1,1,1,0,0,0,0,1,10.7935428512849,"FALSE"
"189",189,10.41681929134,0,0,0,0,5.15807060246209,9.57001122676825,5.16286608692362,0,0,0,0,2.92067609274127,1,0,0,0,0,1,1,1,0,0,0,0,1,9.73754089292535,"FALSE"
"190",190,10.792790620618,0,0,0,0,10.3809918855611,11.5991783490375,4.33450905361604,0,0,0,0,4.80845219989153,1,0,0,0,0,1,1,1,0,0,0,0,1,10.6496153114555,"FALSE"
"191",191,14.6696995126513,0,0,0,0,16.0108780710473,6.78288534820286,9.69702986495934,0,0,0,0,5.32602239052303,1,0,0,0,0,1,1,1,0,0,0,0,1,11.8397094174733,"FALSE"
"192",192,5.25132778804525,0,0,0,0,4.63325402320447,11.5701316724456,3.22596550615531,0,0,0,0,2.25200884833414,1,0,0,0,0,1,1,1,0,0,0,0,1,8.94667247457758,"FALSE"
"193",193,12.4921297595425,0,0,0,0,11.5550738590426,14.3749322607193,6.61130434732442,0,0,0,0,2.90884160683736,1,0,0,0,0,1,1,1,0,0,0,0,1,11.3634925433922,"FALSE"
"194",194,15.2699254407324,0,0,0,0,10.3084419099012,16.450132848702,8.80784352185294,0,0,0,0,2.98183706042358,1,0,0,0,0,1,1,1,0,0,0,0,1,12.2467728902731,"FALSE"
"195",195,11.5131088581105,0,0,0,0,17.2635186683716,15.8666503072605,14.236829500648,0,0,0,0,4.2955849829079,1,0,0,0,0,1,1,1,0,0,0,0,1,13.3996829770776,"FALSE"
"196",196,8.09352277195947,0,0,0,0,7.35070258154254,16.367879148013,11.3228535474988,0,0,0,0,2.88772665500269,1,0,0,0,0,1,1,1,0,0,0,0,1,11.5916913650102,"FALSE"
"197",197,15.9412595905229,0,0,0,0,12.1270001111909,0,12.9580560174449,0,0,0,0,2.83746565659782,1,0,0,0,0,1,0,1,0,0,0,0,1,12.0824937271102,"FALSE"
"198",198,10.222450368629,0,0,0,0,7.48558109995583,0,14.4494431614512,0,0,0,0,3.37812261238518,1,0,0,0,0,1,0,1,0,0,0,0,1,11.4159451855548,"FALSE"
"199",199,14.8222874502644,0,0,0,0,10.5103532551173,0,10.2912143830657,0,0,0,0,8.06373387463419,1,0,0,0,0,1,0,1,0,0,0,0,1,12.2942494653156,"FALSE"
"200",200,10.2903914333125,0,0,0,0,10.481042076644,0,12.7175904983216,0,0,0,0,8.54516141170374,1,0,0,0,0,1,0,1,0,0,0,0,1,12.2613857562483,"FALSE"
"201",201,28.7044475029183,0,13.8225942044818,0,0,0,10.6484758752486,0,15.2344752890114,13.1691898155964,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,19.6297895563777,"FALSE"
"202",202,26.642679535004,0,16.5560909126202,0,0,0,9.70151571390137,0,6.5211609627512,5.11873508136922,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,16.6077524578764,"FALSE"
"203",203,10.0461147381819,0,14.6626412744665,0,0,0,15.2114441790115,0,8.84535526694416,6.41632114794391,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,15.9113770740485,"FALSE"
"204",204,17.7131861113009,0,26.6010100492151,0,0,0,8.60662248901601,0,9.31041913431807,10.7506187778934,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,18.1293865234793,"FALSE"
"205",205,11.626303690515,0,16.2074391184657,0,0,0,11.8123941013373,0,9.45108352870017,10.7163041122344,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,16.5697442323328,"FALSE"
"206",206,15.7911084480154,0,20.6179815418987,0,0,0,11.0652567568025,0,1.74840341457091,5.71426906025638,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,15.1530101646945,"FALSE"
"207",207,14.8646819182829,0,18.3452478124735,0,0,0,8.59224292704017,0,11.2128218006277,7.3795346255843,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,16.6627404933192,"FALSE"
"208",208,13.2821489588677,0,0,0,0,0,6.55781402031435,0,5.83128182045043,7.13824004099073,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,12.8065391089121,"FALSE"
"209",209,11.1342021105175,0,0,0,0,0,8.91903272200766,0,6.07425701446382,4.47129484971719,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,12.5538676148728,"FALSE"
"210",210,8.44789089011251,0,0,0,0,0,9.41673593002376,0,5.5508699422885,2.37835077180566,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,11.9037506118985,"FALSE"
"211",211,9.29319375627981,0,0,0,0,0,10.7836542118814,0,3.0790425232605,6.83347040751212,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,12.3056926488489,"FALSE"
"212",212,6.35348515253921,0,0,0,0,0,4.29859878189772,0,7.88053619719522,6.02978435337575,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,11.9811282875138,"FALSE"
"213",213,4.6180162810319,0,0,0,0,0,6.79934429508898,0,4.83888016369763,5.72289104002257,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,11.4381546330235,"FALSE"
"214",214,5.17138068623446,0,0,0,0,0,6.85454223907366,0,5.43025412734631,1.83883664703811,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,11.0747194236805,"FALSE"
"215",215,7.05922094443748,0,0,0,0,0,5.13053790228851,0,4.28005785814208,7.57006126361244,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,11.6344168048795,"FALSE"
"216",216,7.00609365589958,0,0,0,0,0,5.78259780678193,7.23366104024977,1.25255728101545,2.67216559753278,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,11.4345403816545,"FALSE"
"217",217,6.85700417711781,0,0,0,0,0,7.89453211082175,1.10733129897429,-0.203059953033687,2.15439773486708,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,10.308773724901,"FALSE"
"218",218,6.89740229996227,0,0,0,0,0,6.49331526959351,4.29311175157484,5.25200260973753,2.93528077091326,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,11.9181369954008,"FALSE"
"219",219,2.87927670433956,0,0,0,0,0,7.62002492464205,4.00111178368177,0,1.92021900771104,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,11.3128804192335,"FALSE"
"220",220,4.94300523273793,0,0,0,0,0,4.9129445861343,1.00149907364818,0,0.445436042578525,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,10.4658522190151,"FALSE"
"221",221,3.38971425064917,0,0,0,0,0,4.86677131821252,1.25306268174813,0,3.47475654833676,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,10.7605741863045,"FALSE"
"222",222,5.71719156816038,0,0,0,0,0,4.03742996918317,0.501430398079521,0,3.38877055700809,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,10.7747022194319,"FALSE"
"223",223,3.90840941564485,0,0,0,0,0,5.5983850696852,1.96500948968206,0,1.05543977498345,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,10.689882326492,"FALSE"
"224",224,5.55007229563468,0,0,0,0,0,1.03625102873595,0.673609063846043,0,1.2670179920851,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,10.0658417506218,"FALSE"
"225",225,1.91925131895862,0,0,0,0,0,3.05476086224744,1.83340942151189,0,4.32294286999684,4.56974300604974,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,7.25234136114196,"FALSE"
"226",226,9.50124123205793,0,0,0,0,0,1.67041028002159,2.46409676821935,0,6.06302627908457,3.29220352134752,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,8.17857789546304,"FALSE"
"227",227,6.54508142541168,0,0,0,0,0,2.6667762759173,6.5225342947068,0,0,2.44689059434233,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,7.76368867313425,"FALSE"
"228",228,8.47658139487579,0,0,0,0,0,5.96767649544925,0,0,0,1.9565588800549,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7.45236810085591,"FALSE"
"229",229,8.26007355573309,0,0,0,0,0,3.77347601320668,0,0,0,1.19879821339819,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7.06506739999008,"FALSE"
"230",230,9.43056569959202,0,0,0,0,14.847643505845,6.06569622687522,0,0,0,1.15980537365771,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5.88757159275853,"FALSE"
"231",231,3.33444224027254,0,0,0,0,1.81279841790065,3.33763475460905,0,0,0,1.59115218940737,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,3.85291461559265,"FALSE"
"232",232,10.2460578434607,0,0,0,0,7.67198965008564,7.5670816711524,0,0,0,1.71069501161248,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5.68103909487705,"FALSE"
"233",233,7.60500277272522,0,0,0,0,3.21010323879176,7.99112015220067,0,0,0,0.751564296360082,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5.01924469528022,"FALSE"
"234",234,4.95108952491413,0,0,0,0,4.99132947745069,0,0,0,0,1.67434036450107,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.04737877521723,"FALSE"
"235",235,11.4749455203173,0,0,0,0,8.31270226105179,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.58791537602479,"FALSE"
"236",236,12.4125311269431,20.9111506051458,0,0,0,1.03147961344362,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,9.19647790294605,"FALSE"
"237",237,7.1101311325717,18.7215320686347,0,0,0,3.39209765613889,0,0,0,0,0,0,2.75241802376176,1,1,0,0,0,1,0,0,0,0,0,0,1,8.18218308298865,"FALSE"
"238",238,12.2883385417883,12.947953266737,0,0,0,4.83418865931269,0,0,0,0,0,0,-0.517305590633656,1,1,0,0,0,1,0,0,0,0,0,0,1,7.64075258376611,"FALSE"
"239",239,9.03737653746177,16.1477326291876,0,0,0,2.05322387696631,0,0,0,0,0,0,1.12748030309073,1,1,0,0,0,1,0,0,0,0,0,0,1,7.71644526853694,"FALSE"
"240",240,11.3423573927596,21.6637671005062,0,0,0,4.67390768836837,0,0,0,0,0,0,1.65627347283173,1,1,0,0,0,1,0,0,0,0,0,0,1,8.91709709647611,"FALSE"
"241",241,12.585456764667,14.1259387321574,0,0,0,4.82943091438222,0,0,0,0,0,0,2.26081679326719,1,1,0,0,0,1,0,0,0,0,0,0,1,8.2934174586925,"FALSE"
"242",242,15.1788373656612,12.889784205855,0,0,0,10.5808429995748,0,0,0,0,0,0,0.925634569172446,1,1,0,0,0,1,0,0,0,0,0,0,1,8.65395533847438,"FALSE"
"243",243,17.5904682999516,23.1217730671884,0,0,0,4.42437558140483,0,0,0,0,0,2.74351109848143,-0.0947218705665629,1,1,0,0,0,1,0,0,0,0,0,1,1,8.4058835776086,"FALSE"
"244",244,15.6525273304954,20.2305236222625,0,0,0,5.67857997615458,0,0,0,0,0,6.80374770530937,1.71059763247742,1,1,0,0,0,1,0,0,0,0,0,1,1,9.42356199922524,"FALSE"
"245",245,13.6724220906596,15.8588370365558,0,0,0,11.6626354850291,0,0,0,0,0,3.66268008170558,1.44157378430387,1,1,0,0,0,1,0,0,0,0,0,1,1,8.19512533760157,"FALSE"
"246",246,17.734628065444,14.0796178809684,0,0,0,2.56795884809512,0,0,0,0,0,6.60785589534519,5.97925471539022,1,1,0,0,0,1,0,0,0,0,0,1,1,9.38583936373856,"FALSE"
"247",247,16.4849174272845,11.894307594224,0,0,0,7.91007901193473,0,0,0,0,0,4.02467590995777,5.68676223568042,1,1,0,0,0,1,0,0,0,0,0,1,1,8.60364351147952,"FALSE"
"248",248,25.8687099793146,17.0990893199389,0,0,0,7.05141534129447,0,0,0,0,0,6.69873730762046,0,1,1,0,0,0,1,0,0,0,0,0,1,0,10.8117447743831,"FALSE"
"249",249,18.1646860774234,20.4993091554364,0,0,0,7.08515773452781,0,0,0,0,0,3.8017203863994,0,1,1,0,0,0,1,0,0,0,0,0,1,0,9.50100867764898,"FALSE"
"250",250,20.7261954286951,9.30842862373836,0,0,0,7.32289036754855,0,0,0,0,0,4.58515588172583,0,1,1,0,0,0,1,0,0,0,0,0,1,0,8.72702607954947,"FALSE"
"251",251,0,0,5.82431108189655,0,12.6820195087439,0,0,0,4.84440509270178,14.9052495481913,18.4611655345097,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,10.3509298316478,"FALSE"
"252",252,0,0,7.4186457929242,0,11.5797582186001,0,0,0,5.43560810370794,14.8475562572394,8.82962772023729,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,9.75845589428654,"FALSE"
"253",253,0,0,2.61636133645506,0,16.8444454416488,0,11.4021509889626,0,8.76503110396739,10.2074043624401,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,13.1671841123427,"FALSE"
"254",254,0,0,9.72556849108143,0,12.1953228788915,0,28.8965666110976,0,4.72710466793371,13.423514685574,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,15.4999346943255,"FALSE"
"255",255,0,0,6.14088193724674,0,21.4567212193016,0,15.5271178806912,0,7.07615026970014,10.9084905915806,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,14.5155585621892,"FALSE"
"256",256,0,0,7.45595055828272,0,20.1016714754793,0,21.3161583915852,0,5.49267641208596,15.1359738239809,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,15.5810875610989,"FALSE"
"257",257,0,0,3.15981294421188,0,21.9832550055115,0,16.749888827581,0,7.80136086829533,7.10184990645394,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,13.9741492821153,"FALSE"
"258",258,0,0,6.13738705182181,0,14.1092884847249,0,15.2993781053989,0,4.02100403100649,9.07174165465453,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,12.6370163543106,"FALSE"
"259",259,0,0,9.94993793687888,0,17.6530522564023,0,15.1719198100426,0,7.96209350292852,7.54886523558226,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,14.1749649477506,"FALSE"
"260",260,0,0,13.7733255161003,0,17.9059099907184,0,14.716304202787,0,6.08680185954376,5.00902629773429,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,13.8709050813548,"FALSE"
"261",261,14.8082111034316,0,7.84879979141433,0,28.7501956605884,0,11.193649028,0,1.94548097995398,8.6416273250512,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,14.4077570586682,"FALSE"
"262",262,5.44079451258864,0,9.16839714201219,0,25.960311532144,0,12.6686695284196,0,1.59834019523017,9.22456940638424,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,13.3678095567432,"FALSE"
"263",263,9.7850050717654,0,9.14025854031488,0,17.3604603488325,0,11.5195785223513,0,0.488125217570756,7.38092004885037,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,12.10655212474,"FALSE"
"264",264,10.9036265657801,0,3.44564213405368,0,19.1225076358079,0,11.1693511748133,0,2.81847562488798,7.03915745837395,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,12.1251426065383,"FALSE"
"265",265,5.57121463442561,0,8.61319108975841,0,0,0,8.3243966252461,0,4.39210726210381,9.77482771005272,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,13.2186789224172,"FALSE"
"266",266,5.51189944587078,0,0,0,0,0,4.63184946701185,0,1.5786467905102,9.9978664262409,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,11.1664366005481,"FALSE"
"267",267,1.31064945938259,0,0,0,0,0,7.42075798288079,0,2.76114602987093,5.72303371128901,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10.7062055251661,"FALSE"
"268",268,3.54503235482896,0,0,0,0,0,10.6421711696084,0,3.32165296936136,3.18667997618093,18.5798453251954,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,8.97278955171909,"FALSE"
"269",269,1.46361760660101,0,0,0,0,0,7.27317005310036,0,6.25499459116361,3.34458914963067,8.71138250452315,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,8.1243221974039,"FALSE"
"270",270,4.79456324583832,0,0,0,0,0,4.26269595116765,0,2.75994727278812,9.40550035964761,6.7350222430883,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,8.063102287953,"FALSE"
"271",271,2.03382848898328,0,0,0,0,0,3.13104633382623,0,0,7.14978622363789,6.2460089159711,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,7.64937587777023,"FALSE"
"272",272,5.97123102785123,0,0,0,0,0,5.11208186582121,0,0,21.0072785287268,5.80314074695682,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,10.3310192409694,"FALSE"
"273",273,3.66500007812064,0,0,0,0,0,1.34796788909984,0,0,0,2.51044006222145,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.31322146899058,"FALSE"
"274",274,4.48905627369522,0,0,0,0,0,0.379218825974956,0,0,0,-0.74247879266419,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.01261361457365,"FALSE"
"275",275,3.96026539354531,0,0,0,0,0,2.22644099909914,0,0,0,1.46163423066929,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.38344004471878,"FALSE"
"276",276,6.44963586027828,0,0,0,0,0,2.04005365166549,0,0,0,4.95872056076518,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.92237331808944,"FALSE"
"277",277,7.88291624731608,0,0,0,0,0,2.86132297754985,0,0,0,5.32111839667943,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7.22775680794726,"FALSE"
"278",278,5.39294146233096,0,0,0,0,0,1.5426006492229,0,0,0,2.92900834828252,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.57051436637672,"FALSE"
"279",279,4.64951014196561,0,0,0,0,0,3.00661974489978,0,0,0,3.51432509449378,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.73415517110111,"FALSE"
"280",280,8.53593279667224,0,0,0,0,0,2.02890762420387,0,0,0,3.06591403373034,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7.00654680384628,"FALSE"
"281",281,7.90689932972989,0,0,0,0,0,3.44384846534931,0,0,0,2.57135799494398,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7.0897361380059,"FALSE"
"282",282,6.65246725578748,0,0,0,0,0,3.05534425436351,0,0,0,1.91310188995225,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.840486303702,"FALSE"
"283",283,7.72144441354837,0,0,0,0,0,6.06870674968382,0,0,0,2.97436728605026,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7.46196475466491,"FALSE"
"284",284,7.14889115153387,0,0,0,0,0,2.58819649023461,0,0,0,1.95675390851757,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.83631596297341,"FALSE"
